Demand,Scenario,Seed,Alpha,Avg_Delay,Gini_Delay,Tail_Delay,Avg_Detour,Total_VKT
demand_0.5x,S1,24,,8.659622959853841,0.5054345145103869,18.66700118160003,1.2102380433488984,594.3894252635718
demand_0.5x,S2,24,1.0,12.1253582083935,0.2929048736358257,19.28926220057176,1.231895556846775,655.6057185464125
demand_0.5x,S1,25,,12.376027258034068,0.4881655559018822,26.20175126504436,1.2172889748305071,610.1580297006276
demand_0.5x,S2,25,1.0,15.210786501572498,0.3864751576580758,28.04673344333445,1.2690698558477551,631.6180112360422
demand_0.5x,S1,26,,10.26072633353594,0.4862987734262156,22.08350721629671,1.145074589983369,625.338376507344
demand_0.5x,S2,26,1.0,13.34110427217853,0.3255058359334104,22.128488523408706,1.183634728206031,653.0498495850463
demand_0.5x,S1,27,,10.018730803844058,0.4618037995232031,20.699243383869128,1.2078392970775538,627.7719585696608
demand_0.5x,S2,27,1.0,14.616383325910409,0.3042889687230543,23.665576377615075,1.4088191390289533,666.0417584312376
demand_0.5x,S1,28,,9.046936192697228,0.500981864114161,19.64155123345376,1.154930448512453,574.8143273820439
demand_0.5x,S2,28,1.0,10.326844391780648,0.3012071173963222,16.785393939257716,1.2759131310419776,607.0189811885681
demand_0.5x,S1,29,,11.06257887947453,0.5373629458577036,25.61169583359205,1.2336937565707211,595.5015904305544
demand_0.5x,S2,29,1.0,11.79963898253723,0.3407533620760785,20.477554031401603,1.3187102754643212,608.2213733616346
demand_0.5x,S1,30,,14.034225118536,0.4340166230986131,28.06685807362986,1.1995235506268638,656.9790764741033
demand_0.5x,S2,30,1.0,14.7335489606538,0.3332441318345365,25.059393008309275,1.308427142614783,651.705242695764
demand_0.5x,S1,31,,10.53362686769028,0.4854641882937467,22.88937058756249,1.209688538236904,614.055159202856
demand_0.5x,S2,31,1.0,12.587670736237907,0.3723197815272059,22.790925600893488,1.1963740144564512,650.3689087799154
demand_0.5x,S1,32,,13.061434687900194,0.4260994039762502,26.63022641810678,1.2305410713941385,619.6393039950281
demand_0.5x,S2,32,1.0,13.960460635418626,0.301200285521453,22.54219890061369,1.2096521142039944,666.4433118201448
demand_0.5x,S1,33,,10.76208318073172,0.5073195639694101,23.95274269495014,1.2452036557525674,601.2977245618154
demand_0.5x,S2,33,1.0,12.731693226121276,0.388948992517327,23.538670146236868,1.3556675179306652,627.4213706907434
demand_0.5x,S1,34,,8.275418577077762,0.4800195913536715,17.615420319229365,1.1723055990434743,572.0582094353473
demand_0.5x,S2,34,1.0,7.83799393211958,0.4167489116872327,15.125798791642469,1.2043794364821878,601.7873679193278
demand_0.5x,S1,35,,12.72473236870984,0.4675138140187134,26.92566494528655,1.2013357872700938,598.3895333873925
demand_0.5x,S2,35,1.0,17.379981720732303,0.338709475417819,29.13399168289938,1.2937669819324904,666.6303465461503
demand_0.5x,S1,36,,10.85141660059695,0.4868345504711653,23.519880062905568,1.1851804074663554,673.6531961746193
